Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding,Current_outstanding_v1,Loan_amount_v1
38673718,PERSONAL LOAN,177-86-5347,229-822-4848,Fairmount,Gordon,Fairmount,GA,30139,South,28-11-2019,"$1,15,401",Non-Default,15-05-2021,730,753,"$56,546",56546,115401
38673719,PERSONAL LOAN,307-37-8452,215-498-7413,Philadelphia,Philadelphia,Philadelphia,PA,19112,Northeast,22-07-2021,"$1,50,745",Non-Default,24-05-2021,897,914,"$45,224",45224,150745
38673720,CREDIT CARD,313-35-6708,207-371-3858,Portland,Cumberland,Portland,ME,4103,Northeast,24-03-2020,"$87,515",Non-Default,24-08-2021,894,890,"$40,257",40257,87515
38673721,MORTGAGE,296-15-8853,210-860-9092,Asherton,Dimmit,Asherton,TX,78827,South,18-08-2019,"$8,40,261",Default,08-02-2021,668,697,"$50,416",50416,840261
38673722,CREDIT CARD,460-99-3663,505-234-3350,Gallup,McKinley,Gallup,NM,87305,West,02-07-2019,"$88,640",Non-Default,05-01-2021,728,763,"$11,523",11523,88640
38673723,CREDIT CARD,088-02-1546,808-922-7965,Hana,Maui,Hana,HI,96713,West,24-08-2021,"$95,641",Non-Default,08-07-2021,686,689,"$28,692",28692,95641
38673724,CREDIT CARD,695-16-8818,219-259-3661,Paragon,Morgan,Paragon,IN,46166,Midwest,22-03-2020,"$71,409",Non-Default,24-08-2021,697,703,"$4,999",4999,71409
38673725,CREDIT CARD,188-86-6252,212-943-1323,Holtsville,Suffolk,Holtsville,NY,501,Northeast,20-05-2019,"$32,887",Default,24-08-2021,738,782,"$9,537",9537,32887
38673726,CREDIT CARD,168-86-5926,212-729-5285,Indian Lake,Hamilton,Indian Lake,NY,12842,Northeast,27-03-2021,"$83,522",Non-Default,05-04-2021,792,822,"$30,903",30903,83522
38673727,PERSONAL LOAN,326-11-2977,803-439-9109,Campobello,Spartanburg,Campobello,SC,29322,South,01-07-2018,"$1,72,266",Non-Default,11-05-2021,739,740,"$1,723",1723,172266
38673728,MORTGAGE,665-22-1285,229-206-3870,Lawrenceville,Gwinnett,Lawrenceville,GA,30042,South,18-10-2020,"$4,90,480",Non-Default,24-08-2021,695,704,"$2,01,097",201097,490480
38673729,MORTGAGE,521-99-4667,217-235-8929,Medinah,DuPage,Medinah,IL,60157,Midwest,12-12-2019,"$4,55,140",Non-Default,28-12-2020,745,781,"$1,86,607",186607,455140
38673730,CREDIT CARD,750-20-7649,252-890-5223,Stanfield,Stanly,Stanfield,NC,28163,South,26-02-2020,"$65,578",Non-Default,12-04-2021,795,804,"$19,673",19673,65578
38673731,CREDIT CARD,337-11-2362,405-513-1041,Arkoma,Le Flore,Arkoma,OK,74901,South,21-06-2019,"$28,738",Non-Default,29-12-2020,675,709,"$12,645",12645,28738
38673732,CREDIT CARD,002-11-0635,216-560-0306,Cleveland,Cuyahoga,Cleveland,OH,44197,Midwest,21-07-2019,"$57,540",Non-Default,12-04-2021,682,693,"$27,044",27044,57540
38673733,MORTGAGE,724-28-2854,209-464-3358,Sacramento,Sacramento,Sacramento,CA,94268,West,09-08-2018,"$6,82,102",Non-Default,05-01-2021,738,760,"$40,926",40926,682102
38673734,PERSONAL LOAN,081-02-7626,209-829-0236,Citrus Heights,Sacramento,Citrus Heights,CA,95621,West,24-03-2020,"$1,24,411",Non-Default,06-02-2021,732,758,"$31,103",31103,124411
38673735,PERSONAL LOAN,240-99-8843,803-836-6453,Scotia,Hampton,Scotia,SC,29939,South,02-12-2019,"$39,175",Default,24-08-2021,890,919,"$17,629",17629,39175
38673736,MORTGAGE,615-87-9179,212-592-1288,Buffalo,Erie,Buffalo,NY,14203,Northeast,24-08-2021,"$1,36,883",Default,09-06-2021,846,849,"$43,803",43803,136883
38673737,CREDIT CARD,674-48-1598,216-585-8554,Attica,Seneca,Attica,OH,44807,Midwest,22-02-2019,"$48,541",Non-Default,10-01-2021,894,896,"$8,252",8252,48541
38673738,PERSONAL LOAN,155-23-2932,503-979-9891,Grand Ronde,Polk,Grand Ronde,OR,97347,West,13-04-2018,"$1,13,962",Default,08-11-2020,821,867,"$28,491",28491,113962
38673739,PERSONAL LOAN,241-99-6100,206-924-0544,Wenatchee,Chelan,Wenatchee,WA,98801,West,08-11-2020,"$1,81,139",Non-Default,20-11-2020,879,907,"$36,228",36228,181139
38673740,CREDIT CARD,529-99-0009,479-200-7636,Mount Pleasant,Izard,Mount Pleasant,AR,72561,South,17-08-2019,"$28,164",Non-Default,22-06-2021,825,820,"$1,127",1127,28164
38673741,CREDIT CARD,705-18-8716,209-876-0963,Irvine,Orange,Irvine,CA,92617,West,20-04-2019,"$55,948",Default,25-03-2021,735,753,"$8,952",8952,55948
38673742,MORTGAGE,153-23-3924,423-400-6263,Knoxville,Knox,Knoxville,TN,37995,South,08-03-2019,"$1,90,709",Default,24-08-2021,671,709,"$40,049",40049,190709
38673743,CREDIT CARD,606-87-7340,236-718-1007,Low Moor,Alleghany,Low Moor,VA,24457,South,26-07-2019,"$29,887",Non-Default,23-02-2021,840,858,$0,0,29887
38673744,PERSONAL LOAN,671-48-1994,207-906-2672,Biddeford,York,Biddeford,ME,4005,Northeast,18-11-2020,"$1,01,819",Default,06-12-2020,803,853,"$49,891",49891,101819
38673745,PERSONAL LOAN,084-02-4058,239-839-9528,Nocatee,Nocatee,Nocatee,FL,33864,South,02-05-2019,"$1,90,889",Default,08-02-2021,867,868,"$45,813",45813,190889
38673746,CREDIT CARD,276-17-9238,231-878-3919,Grand Marais,Alger,Grand Marais,MI,49839,Midwest,07-08-2020,"$30,814",Non-Default,03-07-2021,658,708,"$10,477",10477,30814
38673747,CREDIT CARD,166-86-0302,217-484-8037,Decatur,Macon,Decatur,IL,62522,Midwest,06-07-2018,"$87,127",Non-Default,24-08-2021,789,816,"$1,743",1743,87127
38673748,CREDIT CARD,332-11-4790,209-558-2215,Los Angeles,Los Angeles,Los Angeles,CA,90045,West,10-05-2019,"$85,006",Non-Default,24-08-2021,687,700,"$26,352",26352,85006
38673749,CREDIT CARD,039-74-4503,206-505-5698,Seattle,King,Seattle,WA,98130,West,16-09-2018,"$88,016",Non-Default,13-11-2020,706,706,"$8,802",8802,88016
38673750,PERSONAL LOAN,233-57-0796,209-822-9929,Strathmore,Tulare,Strathmore,CA,93267,West,21-04-2018,"$1,09,077",Default,22-02-2021,741,770,"$15,271",15271,109077
38673751,MORTGAGE,095-02-2256,212-212-4332,Alfred,Allegany,Alfred,NY,14802,Northeast,11-07-2019,"$5,83,260",Default,24-08-2021,788,831,"$1,45,815",145815,583260
38673752,CREDIT CARD,212-91-3830,262-827-4586,Collins,Manitowoc,Collins,WI,54207,Midwest,24-08-2021,"$32,049",Non-Default,25-03-2021,794,817,"$13,461",13461,32049
38673753,MORTGAGE,753-07-8963,239-325-3416,Evinston,Alachua,Evinston,FL,32633,South,17-09-2020,"$8,13,783",Non-Default,24-08-2021,780,826,"$2,19,721",219721,813783
38673754,CREDIT CARD,765-27-8795,216-866-3866,Kirby,Wyandot,Kirby,OH,43330,Midwest,21-12-2018,"$67,985",Non-Default,14-03-2021,719,734,"$4,759",4759,67985
38673755,PERSONAL LOAN,114-98-5003,210-620-5084,Glen Rose,Somervell,Glen Rose,TX,76043,South,19-01-2021,"$1,12,586",Default,24-08-2021,774,796,"$13,510",13510,112586
38673756,PERSONAL LOAN,118-98-5331,216-806-1435,New Holland,Pickaway,New Holland,OH,43145,Midwest,13-09-2018,"$1,09,670",Non-Default,19-04-2021,689,732,"$50,448",50448,109670
38673757,CREDIT CARD,513-31-3380,307-891-1115,Natrona,Natrona,Natrona,WY,82646,West,03-01-2018,"$27,132",Non-Default,02-05-2021,900,940,"$11,938",11938,27132
38673758,PERSONAL LOAN,549-99-6719,217-777-0077,Lafox,Kane,Lafox,IL,60147,Midwest,10-06-2018,"$98,874",Non-Default,06-07-2021,710,702,"$21,752",21752,98874
38673759,CREDIT CARD,022-92-9878,316-579-2321,Thayer,Neosho,Thayer,KS,66776,Midwest,19-03-2020,"$55,238",Non-Default,04-03-2021,663,712,"$1,105",1105,55238
38673760,PERSONAL LOAN,506-57-1290,270-435-4318,Buskirk,Buskirk,Buskirk,KY,41406,South,06-02-2018,"$91,639",Default,24-08-2021,834,867,"$36,656",36656,91639
38673761,PERSONAL LOAN,442-29-5727,270-717-2664,Albany,Clinton,Albany,KY,42602,South,22-11-2020,"$1,73,205",Non-Default,24-08-2021,795,804,"$51,962",51962,173205
38673762,PERSONAL LOAN,116-98-6329,229-362-4241,Siloam,Greene,Siloam,GA,30665,South,15-03-2018,"$38,096",Non-Default,24-02-2021,841,870,"$12,191",12191,38096
38673763,CREDIT CARD,448-27-2746,262-632-8867,Rockfield,Rockfield,Rockfield,WI,53077,Midwest,02-08-2019,"$56,545",Non-Default,28-02-2021,807,798,"$23,183",23183,56545
38673764,PERSONAL LOAN,206-84-4484,405-593-4460,Slick,Creek,Slick,OK,74071,South,20-02-2018,"$1,66,305",Non-Default,30-06-2021,843,883,"$78,163",78163,166305
38673765,CREDIT CARD,515-31-1010,215-428-4686,Port Allegany,McKean,Port Allegany,PA,16743,Northeast,20-06-2021,"$97,930",Non-Default,24-08-2021,852,849,"$19,586",19586,97930
38673766,MORTGAGE,198-84-2670,215-464-9120,Pen Argyl,Northampton,Pen Argyl,PA,18072,Northeast,24-04-2018,"$4,42,800",Non-Default,24-08-2021,734,760,"$48,708",48708,442800
38673767,CREDIT CARD,577-53-8999,231-635-5905,Sterling Heights,Macomb,Sterling Heights,MI,48311,Midwest,26-09-2019,"$90,508",Default,24-08-2021,701,695,"$24,437",24437,90508
38673768,MORTGAGE,182-86-3474,252-262-6900,Newell,Mecklenburg,Newell,NC,28126,South,09-01-2021,"$9,65,363",Non-Default,14-12-2020,728,772,"$2,12,380",212380,965363
38673769,PERSONAL LOAN,426-99-6263,219-261-5343,Evansville,Vanderburgh,Evansville,IN,47719,Midwest,24-08-2021,"$1,05,065",Non-Default,24-08-2021,842,838,"$46,229",46229,105065
38673770,CREDIT CARD,300-15-9065,479-377-6005,Cabot,Lonoke,Cabot,AR,72023,South,01-03-2021,"$96,731",Non-Default,10-07-2021,857,849,"$31,921",31921,96731
38673771,MORTGAGE,412-99-8567,215-440-7848,North Bend,Clinton,North Bend,PA,17760,Northeast,12-04-2020,"$7,43,210",Default,24-08-2021,819,844,"$81,753",81753,743210
38673772,CREDIT CARD,545-99-7600,406-350-9177,Bozeman,Gallatin,Bozeman,MT,59772,West,05-06-2020,"$74,908",Non-Default,12-08-2021,664,691,"$23,221",23221,74908
38673773,CREDIT CARD,317-35-5556,202-883-5300,Washington,District of Columbia,Washington,DC,20502,South,13-09-2018,"$26,941",Default,31-12-2020,663,661,$539,0,26941
38673774,MORTGAGE,172-86-2124,303-723-8684,Eckley,Yuma,Eckley,CO,80727,West,27-06-2021,"$5,12,711",Non-Default,27-03-2021,732,780,"$1,99,957",199957,512711
38673775,MORTGAGE,046-15-0907,228-625-1611,Sarah,Panola,Sarah,MS,38665,South,16-04-2019,"$5,56,431",Default,24-08-2021,758,767,"$5,564",5564,556431
38673776,PERSONAL LOAN,508-57-1984,225-291-1331,Oak Grove,West Carroll,Oak Grove,LA,71263,South,08-02-2018,"$1,43,032",Non-Default,07-04-2021,752,798,"$41,479",41479,143032
38673777,MORTGAGE,026-92-4986,304-681-7721,Handley,Kanawha,Handley,WV,25102,South,14-04-2019,"$1,24,834",Default,24-08-2021,722,712,"$12,483",12483,124834
38673778,MORTGAGE,591-99-6732,231-548-3447,Boon,Wexford,Boon,MI,49618,Midwest,13-05-2018,"$1,27,351",Non-Default,24-08-2021,734,758,"$8,915",8915,127351
38673779,MORTGAGE,384-37-0007,229-791-6607,Columbus,Muscogee,Columbus,GA,31908,South,28-04-2019,"$8,25,201",Non-Default,26-05-2021,844,862,"$1,56,788",156788,825201
38673780,MORTGAGE,703-18-2530,210-442-5899,Scotland,Archer,Scotland,TX,76379,South,21-03-2020,"$2,34,145",Non-Default,28-12-2020,757,801,"$1,00,682",100682,234145
38673781,MORTGAGE,582-99-7683,480-772-8271,Tucson,Pima,Tucson,AZ,85707,West,19-03-2020,"$2,02,563",Non-Default,24-08-2021,740,776,"$28,359",28359,202563
38673782,MORTGAGE,314-35-1059,201-722-9081,Elizabeth,Union,Elizabeth,NJ,7207,Northeast,13-05-2019,"$3,03,409",Default,14-08-2021,784,823,"$63,716",63716,303409
38673783,MORTGAGE,132-98-9388,803-866-4751,Clarks Hill,McCormick,Clarks Hill,SC,29821,South,17-10-2019,"$3,71,073",Non-Default,24-08-2021,814,811,"$70,504",70504,371073
38673784,MORTGAGE,111-98-0923,236-587-7921,Woodberry Forest,Madison,Woodberry Forest,VA,22989,South,25-07-2021,"$7,78,308",Default,23-01-2021,710,753,"$77,831",77831,778308
38673785,PERSONAL LOAN,457-99-8809,605-693-5113,Jefferson,Union,Jefferson,SD,57038,Midwest,12-06-2020,"$48,530",Default,31-12-2020,770,806,"$21,839",21839,48530
38673786,CREDIT CARD,647-21-1555,207-741-6877,Gardiner,Kennebec,Gardiner,ME,4345,Northeast,01-06-2018,"$52,487",Non-Default,24-08-2021,700,722,"$13,647",13647,52487
38673787,CREDIT CARD,342-11-7104,209-900-0456,Dinuba,Tulare,Dinuba,CA,93618,West,16-10-2019,"$33,735",Non-Default,15-05-2021,778,780,"$6,410",6410,33735
38673788,MORTGAGE,629-31-9626,314-535-4937,Cabool,Texas,Cabool,MO,65689,Midwest,26-06-2021,"$9,34,140",Non-Default,27-06-2021,835,842,"$65,390",65390,934140
38673789,CREDIT CARD,069-02-0557,212-210-8910,Hall,Ontario,Hall,NY,14463,Northeast,19-05-2018,"$48,636",Non-Default,03-08-2021,757,805,"$17,023",17023,48636
38673790,CREDIT CARD,109-98-7951,236-225-0623,Pulaski,Pulaski,Pulaski,VA,24301,South,09-07-2020,"$44,233",Non-Default,19-07-2021,772,762,"$3,096",3096,44233
38673791,CREDIT CARD,628-31-0736,212-672-0637,Claverack,Columbia,Claverack,NY,12513,Northeast,25-09-2019,"$72,248",Default,24-08-2021,897,903,"$26,009",26009,72248
38673792,PERSONAL LOAN,256-99-6890,212-717-6985,Warsaw,Wyoming,Warsaw,NY,14569,Northeast,24-08-2021,"$98,242",Default,24-08-2021,794,827,"$23,578",23578,98242
38673793,CREDIT CARD,299-15-7148,216-312-2828,Youngstown,Mahoning,Youngstown,OH,44555,Midwest,19-08-2021,"$33,570",Default,16-01-2021,842,838,"$4,028",4028,33570
38673794,MORTGAGE,511-33-8260,316-720-6608,Montezuma,Gray,Montezuma,KS,67867,Midwest,20-07-2021,"$3,53,951",Non-Default,09-11-2020,659,704,"$81,409",81409,353951
38673795,CREDIT CARD,674-48-2398,209-483-4708,Arcadia,Los Angeles,Arcadia,CA,91007,West,27-02-2019,"$92,975",Non-Default,02-05-2021,756,767,"$42,769",42769,92975
38673796,MORTGAGE,645-29-1741,308-594-6605,Adams,Gage,Adams,NE,68301,Midwest,10-09-2018,"$2,40,153",Non-Default,24-03-2021,651,684,"$4,803",4803,240153
38673797,MORTGAGE,199-84-9838,210-413-2531,Matador,Motley,Matador,TX,79244,South,25-10-2019,"$7,09,145",Default,24-08-2021,802,808,"$2,48,201",248201,709145
38673798,MORTGAGE,158-23-3777,405-798-3622,Sulphur,Murray,Sulphur,OK,73086,South,17-08-2018,"$7,67,973",Non-Default,12-12-2020,762,767,$0,0,767973
38673799,PERSONAL LOAN,220-89-3736,308-359-4582,North Platte,Lincoln,North Platte,NE,69103,Midwest,28-09-2019,"$1,09,445",Default,08-08-2021,897,900,"$41,589",41589,109445
38673800,MORTGAGE,322-11-8988,385-746-8835,Tridell,Uintah,Tridell,UT,84076,West,07-10-2019,"$4,43,196",Non-Default,24-08-2021,741,777,"$79,775",79775,443196
38673801,MORTGAGE,027-92-1916,225-954-6181,Lottie,Pointe Coupee,Lottie,LA,70756,South,19-08-2020,"$8,27,854",Non-Default,20-02-2021,810,851,"$3,22,863",322863,827854
38673802,MORTGAGE,611-87-4076,209-453-2953,Fresno,Fresno,Fresno,CA,93716,West,21-09-2019,"$7,19,473",Default,24-08-2021,847,869,"$1,00,726",100726,719473
38673803,PERSONAL LOAN,609-87-0927,215-354-4675,Lamartine,Clarion,Lamartine,PA,16375,Northeast,28-09-2018,"$1,54,458",Non-Default,03-11-2020,741,749,"$47,882",47882,154458
38673804,CREDIT CARD,706-18-4225,252-384-1215,Conway,Northampton,Conway,NC,27820,South,24-08-2021,"$90,324",Default,24-08-2021,785,779,"$26,194",26194,90324
38673805,CREDIT CARD,483-41-3695,702-797-4444,Silver City,Lyon,Silver City,NV,89428,West,25-10-2019,"$35,846",Non-Default,07-07-2021,894,920,"$15,772",15772,35846
38673806,PERSONAL LOAN,693-16-2014,802-307-8391,Vernon,Windham,Vernon,VT,5354,Northeast,09-05-2021,"$75,481",Default,15-02-2021,825,855,"$16,606",16606,75481
38673807,CREDIT CARD,214-91-9678,203-844-1900,New Haven,New Haven,New Haven,CT,6504,Northeast,18-04-2018,"$26,659",Non-Default,05-08-2021,684,732,"$1,866",1866,26659
38673808,MORTGAGE,073-02-8820,303-340-3783,Manitou Springs,El Paso,Manitou Springs,CO,80829,West,18-05-2019,"$5,74,518",Non-Default,24-08-2021,854,881,"$2,06,826",206826,574518
38673809,CREDIT CARD,471-57-7525,239-834-0484,Jacksonville Beach,Duval,Jacksonville Beach,FL,32240,South,27-03-2020,"$55,043",Non-Default,22-12-2020,795,840,"$17,063",17063,55043
38673810,MORTGAGE,220-89-8727,215-305-6224,North Versailles,Allegheny,North Versailles,PA,15137,Northeast,05-06-2019,"$6,52,275",Default,19-04-2021,771,796,"$32,614",32614,652275
38673811,CREDIT CARD,516-49-0231,262-831-5670,Francis Creek,Manitowoc,Francis Creek,WI,54214,Midwest,13-09-2018,"$85,856",Non-Default,09-04-2021,692,729,"$13,737",13737,85856
38673812,MORTGAGE,370-37-4929,405-472-9079,North Miami,Ottawa,North Miami,OK,74358,South,20-05-2021,"$5,60,305",Non-Default,13-11-2020,855,892,"$11,206",11206,560305
38673813,MORTGAGE,074-02-2788,304-678-9963,Slanesville,Hampshire,Slanesville,WV,25444,South,06-08-2019,"$4,07,084",Non-Default,29-06-2021,878,889,"$69,204",69204,407084
38673814,PERSONAL LOAN,050-02-8636,231-517-5243,Clarkston,Oakland,Clarkston,MI,48348,Midwest,05-06-2021,"$1,16,303",Non-Default,24-08-2021,757,788,"$10,467",10467,116303
38673815,MORTGAGE,042-15-2353,339-942-7900,Waltham,Middlesex,Waltham,MA,2454,Northeast,24-08-2021,"$9,43,806",Non-Default,24-08-2021,688,688,"$2,45,390",245390,943806
38673816,MORTGAGE,395-33-0486,216-264-2142,South Point,Lawrence,South Point,OH,45680,Midwest,18-03-2019,"$3,26,321",Non-Default,24-08-2021,784,802,"$26,106",26106,326321
38673817,CREDIT CARD,593-99-0893,215-568-1049,Waterford,Erie,Waterford,PA,16441,Northeast,12-02-2020,"$68,182",Non-Default,21-07-2021,680,678,"$1,364",1364,68182
38673818,MORTGAGE,524-99-4441,316-440-6735,Wilmore,Comanche,Wilmore,KS,67155,Midwest,08-02-2021,"$3,88,391",Default,06-01-2021,798,832,"$50,491",50491,388391
38673819,MORTGAGE,402-73-0348,802-428-3006,Shoreham,Addison,Shoreham,VT,5770,Northeast,15-07-2018,"$4,36,342",Non-Default,06-05-2021,784,827,"$52,361",52361,436342
38673820,MORTGAGE,347-08-4206,406-624-0511,Capitol,Carter,Capitol,MT,59319,West,24-02-2020,"$9,05,138",Non-Default,18-06-2021,856,849,"$3,34,901",334901,905138
38673821,MORTGAGE,002-11-0283,405-370-4402,Calera,Bryan,Calera,OK,74730,South,19-07-2020,"$9,56,667",Default,30-10-2020,662,691,"$28,700",28700,956667
38673822,CREDIT CARD,754-07-2123,319-495-4489,Manson,Calhoun,Manson,IA,50563,Midwest,03-01-2019,"$47,446",Non-Default,29-06-2021,797,809,"$2,847",2847,47446
38673823,MORTGAGE,264-99-8047,231-668-7898,Reading,Hillsdale,Reading,MI,49274,Midwest,23-05-2020,"$1,78,742",Non-Default,22-07-2021,895,907,"$89,371",89371,178742
38673824,CREDIT CARD,294-15-0587,215-284-4224,Clarington,Forest,Clarington,PA,15828,Northeast,02-03-2018,"$32,455",Non-Default,29-05-2021,759,807,"$7,465",7465,32455
38673825,CREDIT CARD,489-29-1431,212-872-3188,Kiamesha Lake,Sullivan,Kiamesha Lake,NY,12751,Northeast,04-08-2019,"$52,296",Non-Default,24-08-2021,757,748,"$15,689",15689,52296
38673826,MORTGAGE,044-15-5944,802-426-4796,Woodstock,Windsor,Woodstock,VT,5091,Northeast,03-09-2019,"$2,24,972",Non-Default,24-08-2021,815,836,"$11,249",11249,224972
38673827,CREDIT CARD,630-31-3817,319-462-1994,Bradford,Franklin,Bradford,IA,50041,Midwest,26-02-2018,"$46,578",Default,03-11-2020,755,769,"$17,234",17234,46578
38673828,MORTGAGE,200-84-4906,236-804-5821,Mineral,Louisa,Mineral,VA,23117,South,16-05-2021,"$7,30,940",Non-Default,16-08-2021,682,731,"$2,92,376",292376,730940
38673829,MORTGAGE,160-86-1843,423-790-3071,Oldfort,Polk,Oldfort,TN,37362,South,24-08-2021,"$6,97,505",Non-Default,04-11-2020,733,768,"$3,20,852",320852,697505
38673830,MORTGAGE,328-11-3450,319-504-6444,Alburnett,Linn,Alburnett,IA,52202,Midwest,23-09-2019,"$5,86,324",Non-Default,06-03-2021,680,688,"$1,17,265",117265,586324
38673831,MORTGAGE,303-37-5552,216-437-7205,Grelton,Henry,Grelton,OH,43523,Midwest,01-11-2020,"$1,85,769",Non-Default,16-07-2021,702,693,"$29,723",29723,185769
38673832,CREDIT CARD,659-24-8224,252-866-0342,Vale,Lincoln,Vale,NC,28168,South,13-06-2021,"$61,634",Default,24-08-2021,679,697,$0,0,61634
38673833,MORTGAGE,610-87-1054,212-462-2215,Albany,Albany,Albany,NY,12238,Northeast,12-01-2018,"$2,49,018",Default,24-08-2021,685,707,"$4,980",4980,249018
38673834,CREDIT CARD,713-18-0464,218-227-0722,Franklin,Renville,Franklin,MN,55333,Midwest,19-09-2020,"$69,923",Non-Default,06-01-2021,810,827,"$30,766",30766,69923
38673835,CREDIT CARD,438-99-5678,505-747-7947,Waterflow,San Juan,Waterflow,NM,87421,West,24-08-2021,"$65,917",Non-Default,24-08-2021,807,798,"$27,685",27685,65917
38673836,MORTGAGE,633-31-2383,206-978-5323,Renton,King,Renton,WA,98055,West,24-03-2019,"$8,13,386",Default,28-02-2021,874,903,"$16,268",16268,813386
38673837,MORTGAGE,083-02-5632,206-553-1283,Tacoma,Pierce,Tacoma,WA,98418,West,24-02-2018,"$1,86,377",Default,17-05-2021,753,751,"$55,913",55913,186377
38673838,MORTGAGE,576-99-6092,209-713-1418,Monterey,Monterey,Monterey,CA,93942,West,24-08-2021,"$8,42,794",Non-Default,24-08-2021,734,766,"$67,424",67424,842794
38673839,MORTGAGE,729-28-6155,308-367-1134,Roseland,Adams,Roseland,NE,68973,Midwest,18-05-2018,"$2,93,305",Non-Default,06-01-2021,856,854,"$67,460",67460,293305
38673840,CREDIT CARD,493-29-5002,252-474-0807,Palmyra,Halifax,Palmyra,NC,27859,South,08-04-2019,"$59,013",Default,24-08-2021,740,770,"$19,474",19474,59013
38673841,CREDIT CARD,300-15-4176,207-452-3441,Swans Island,Hancock,Swans Island,ME,4685,Northeast,16-09-2020,"$88,811",Non-Default,24-08-2021,729,742,"$31,972",31972,88811
38673842,CREDIT CARD,309-37-7724,316-309-4823,Shawnee Mission,Johnson,Shawnee Mission,KS,66207,Midwest,24-08-2021,"$26,570",Default,26-01-2021,831,855,"$12,754",12754,26570
38673843,MORTGAGE,198-84-3471,802-299-6178,Guildhall,Essex,Guildhall,VT,5905,Northeast,02-03-2020,"$7,34,973",Non-Default,17-03-2021,798,798,"$3,67,487",367487,734973
38673844,CREDIT CARD,464-99-4486,229-613-9330,Rocky Face,Whitfield,Rocky Face,GA,30740,South,24-05-2018,"$85,366",Non-Default,24-08-2021,786,820,"$10,244",10244,85366
38673845,CREDIT CARD,410-99-2316,219-875-4352,Evansville,Vanderburgh,Evansville,IN,47740,Midwest,03-09-2018,"$91,942",Default,27-05-2021,752,742,"$1,839",1839,91942
38673846,CREDIT CARD,569-99-6028,212-885-9724,Millport,Chemung,Millport,NY,14864,Northeast,14-03-2020,"$79,657",Default,24-08-2021,849,884,"$9,559",9559,79657
38673847,MORTGAGE,210-84-3646,304-571-4996,West Columbia,Mason,West Columbia,WV,25287,South,27-06-2018,"$2,27,005",Non-Default,20-01-2021,683,675,"$61,291",61291,227005
